Plan Name,Plan Description/Features, Pricing Details, Phone Numbers, Extensions, Number Type
BASE PLAN,"Voicemail, Screening, Multiple Extensions, Blocking, Merged Calling, Greetings, Call Routing, Hold Music, Auto-Attendant, Virtual Fax, Usage Reports, Mobile App",$14/mo,3 phone numbers included,Multiple Extensions,Toll-free or local numbers available
